strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
momentum,base,1.0390473320744746,0.0002822351786646582,0.00042995087408548294
momentum,trend_window_minus,0.6547419826497135,0.0002479972583064871,0.000956238750243199
momentum,trend_window_plus,1.4491244643277899,0.00031621154249061867,0.00040945606724285266
