strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
breakout,base,1.2376361164704912,0.00043915017358187036,0.0006303775560415614
breakout,entry_window_minus,0.8538340458482162,0.0002828918754849141,0.0007381195543623154
breakout,entry_window_plus,-0.019688392228089685,-6.061532306089745e-06,0.0006187821853254061
