strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
momentum,base,1.0019232823362174,0.00027247903501459447,0.00042995087408548294
momentum,trend_window_minus,0.6371567128284724,0.0002413506517064956,0.000956238750243199
momentum,trend_window_plus,1.4192166424381374,0.0003097378549405949,0.00040945606724285266
