strategy,period,total_return,risk_adjusted_score,max_drawdown,closed_trades,regime
breakout,2025Q1,0.0,0.0,0.0,0.0,recovery
breakout,2025Q2,0.00514705545000016,3.9034153103799456,2.4808400000075892e-05,2.0,recovery
breakout,2025Q3,0.0014267680499999713,1.0925011869712487,0.001422850907740525,3.0,recovery
breakout,2025Q4,-0.0011840636500000112,-2.523639317542885,0.00148556163978808,2.0,recovery
breakout,2026Q1,0.0,0.0,0.0,0.0,recovery
breakout,2026Q2,0.0,0.0,0.0,0.0,recovery
