strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
breakout,base,1.115229095692285,0.0003658212452650744,0.0003603956306389433
breakout,entry_window_minus,2.922503386455268,0.0010558658688659683,0.00037661807965694294
breakout,entry_window_plus,0.04312925453162398,1.849567895995108e-05,0.0006916113662933654
