timestamp,symbol,side,qty,close,fill_price,notional,realized_pnl,holding_days,signal,walk_forward_fold
2025-11-25 05:00:00+00:00,AAPL,buy,1.625135,276.9,277.03844999999995,450.2248814407499,0.0,0.0,long,1
2025-11-25 05:00:00+00:00,EWZ,buy,13.827008,32.545,32.5612725,450.22497534768,0.0,0.0,long,1
2025-12-05 05:00:00+00:00,EWZ,sell,13.827008,32.54,32.52373,449.70587489984,-0.5191004478400096,10.0,exit,1
2025-12-15 05:00:00+00:00,AAPL,sell,1.625135,274.115,273.97794250000004,445.2511435847376,-4.973737856012361,20.0,exit,1
2025-12-15 05:00:00+00:00,XLF,buy,8.18033,55.01,55.037504999999996,450.22495327664996,0.0,0.0,long,1
2025-12-15 05:00:00+00:00,EFA,buy,4.634636,97.095,97.1435475,450.22498241121,0.0,0.0,long,1
2026-02-27 05:00:00+00:00,EFA,buy,4.27107,105.36,105.41268,450.2249351676,0.0,0.0,long,2
2026-02-27 05:00:00+00:00,EEM,buy,7.195394,62.54,62.57127,450.22494073038,0.0,0.0,long,2
2026-03-02 05:00:00+00:00,EFA,sell,4.27107,103.26,103.20837000000002,440.8101728559001,-9.414762311699906,3.0,exit,2
2026-03-02 05:00:00+00:00,EWZ,buy,11.645962,38.64,38.65932,450.22497166584003,0.0,0.0,long,2
2026-03-03 05:00:00+00:00,EEM,sell,7.195394,58.46,58.43077,420.43241187338003,-29.792528856999972,4.0,exit,2
2026-03-03 05:00:00+00:00,EWZ,sell,11.645962,36.83,36.811585,428.70632006977,-21.518651596070004,1.0,exit,2
