strategy,period,total_return,risk_adjusted_score,max_drawdown,closed_trades,regime
momentum,2025Q1,0.0,0.0,0.0,0.0,recovery
momentum,2025Q2,0.00035375091739764386,1.7601268635432945,0.0001722346369654737,2.0,recovery
momentum,2025Q3,0.00033558291386404093,2.8107193235265377,0.00015446061223189922,0.0,recovery
momentum,2025Q4,-0.0002486865449747855,-2.6625923137716834,0.00031721906205128825,2.0,recovery
momentum,2026Q1,-9.542283510277638e-05,-2.151398667782489,9.542283510277638e-05,1.0,recovery
momentum,2026Q2,0.0,0.0,0.0,0.0,recovery
