strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
breakout,base,1.834588644643405,0.0013472696499998715,0.0004901981779629194
breakout,entry_window_minus,1.828437169531226,0.0013841075000000647,0.00048801341691129263
breakout,entry_window_plus,1.834588644643405,0.0013472696499998715,0.0004901981779629194
