strategy,period,total_return,risk_adjusted_score,max_drawdown,closed_trades,regime
breakout,2025Q1,0.0,0.0,0.0,0.0,recovery
breakout,2025Q2,0.005198889750000157,3.937971659489598,2.4808400000075892e-05,0.0,recovery
breakout,2025Q3,0.0015000271500000828,1.1570338690017559,0.001422850907740525,0.0,recovery
breakout,2025Q4,-0.0011355534500000486,-2.5265979546206774,0.0014370660828542103,0.0,recovery
breakout,2026Q1,0.0,0.0,0.0,0.0,recovery
breakout,2026Q2,0.0,0.0,0.0,0.0,recovery
