politician_id,politician_name,trade_date,published_at,symbol,asset_type,side,amount_bucket,amount_midpoint,source_url,filing_delay_days
F000110,Cleo Fields,2026-03-16T00:00:00+00:00,2026-04-08T00:00:00+00:00,GOOGL,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796629,22
F000110,Cleo Fields,2026-03-12T00:00:00+00:00,2026-03-18T00:00:00+00:00,MSFT,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795729,5
F000110,Cleo Fields,2026-03-12T00:00:00+00:00,2026-03-18T00:00:00+00:00,MSFT,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795730,5
F000110,Cleo Fields,2026-02-03T00:00:00+00:00,2026-02-25T00:00:00+00:00,AMD,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003795292,21
F000110,Cleo Fields,2026-02-03T00:00:00+00:00,2026-02-25T00:00:00+00:00,GOOGL,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003795293,21
F000110,Cleo Fields,2026-02-12T00:00:00+00:00,2026-02-25T00:00:00+00:00,AAPL,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795294,12
F000110,Cleo Fields,2026-02-03T00:00:00+00:00,2026-02-25T00:00:00+00:00,LRCX,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003795295,21
F000110,Cleo Fields,2026-02-03T00:00:00+00:00,2026-02-25T00:00:00+00:00,META,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003795296,21
F000110,Cleo Fields,2026-02-03T00:00:00+00:00,2026-02-25T00:00:00+00:00,MU,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003795297,21
F000110,Cleo Fields,2026-01-12T00:00:00+00:00,2026-02-04T00:00:00+00:00,GOOGL,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794973,22
F000110,Cleo Fields,2026-01-20T00:00:00+00:00,2026-02-04T00:00:00+00:00,GOOGL,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003794974,14
F000110,Cleo Fields,2026-01-20T00:00:00+00:00,2026-02-04T00:00:00+00:00,IREN,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794975,14
F000110,Cleo Fields,2026-01-20T00:00:00+00:00,2026-02-04T00:00:00+00:00,META,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794976,14
F000110,Cleo Fields,2026-01-20T00:00:00+00:00,2026-02-04T00:00:00+00:00,NFLX,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794977,14
F000110,Cleo Fields,2026-01-08T00:00:00+00:00,2026-02-04T00:00:00+00:00,TSM,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794978,26
F000110,Cleo Fields,2025-12-26T00:00:00+00:00,2026-01-19T00:00:00+00:00,GOOGL,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794830,21
F000110,Cleo Fields,2025-12-26T00:00:00+00:00,2026-01-19T00:00:00+00:00,FIG,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794831,21
F000110,Cleo Fields,2025-12-26T00:00:00+00:00,2026-01-19T00:00:00+00:00,FIG,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794832,21
F000110,Cleo Fields,2025-12-26T00:00:00+00:00,2026-01-19T00:00:00+00:00,IREN,us_equity,sell,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794833,21
F000110,Cleo Fields,2025-12-26T00:00:00+00:00,2026-01-19T00:00:00+00:00,OPEN,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794834,21
F000110,Cleo Fields,2025-12-15T00:00:00+00:00,2025-12-18T00:00:00+00:00,GOOGL,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794230,2
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,GOOGL,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003794231,6
F000110,Cleo Fields,2025-12-09T00:00:00+00:00,2025-12-18T00:00:00+00:00,GOOGL,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794232,8
F000110,Cleo Fields,2025-12-01T00:00:00+00:00,2025-12-18T00:00:00+00:00,GOOGL,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794233,16
F000110,Cleo Fields,2025-12-15T00:00:00+00:00,2025-12-18T00:00:00+00:00,GOOGL,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794234,2
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,ARM,us_equity,sell,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794235,6
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,T,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794236,6
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,CRWV,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794237,6
F000110,Cleo Fields,2025-12-09T00:00:00+00:00,2025-12-18T00:00:00+00:00,IREN,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794238,8
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,MSFT,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794239,6
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,MSFT,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794240,6
F000110,Cleo Fields,2025-12-03T00:00:00+00:00,2025-12-18T00:00:00+00:00,NFLX,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794241,14
F000110,Cleo Fields,2025-12-03T00:00:00+00:00,2025-12-18T00:00:00+00:00,NFLX,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794242,14
F000110,Cleo Fields,2025-12-15T00:00:00+00:00,2025-12-18T00:00:00+00:00,SOUN,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794243,2
F000110,Cleo Fields,2025-12-11T00:00:00+00:00,2025-12-18T00:00:00+00:00,UBER,us_equity,sell,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794244,6
F000110,Cleo Fields,2025-11-20T00:00:00+00:00,2025-12-10T00:00:00+00:00,NFLX,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003793540,20
F000110,Cleo Fields,2025-11-20T00:00:00+00:00,2025-12-10T00:00:00+00:00,NFLX,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003793541,20
F000110,Cleo Fields,2025-11-13T00:00:00+00:00,2025-11-20T00:00:00+00:00,AAPL,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792971,6
F000110,Cleo Fields,2025-11-03T00:00:00+00:00,2025-11-20T00:00:00+00:00,CLS,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792972,16
F000110,Cleo Fields,2025-11-03T00:00:00+00:00,2025-11-20T00:00:00+00:00,NFLX,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792973,16
F000110,Cleo Fields,2025-11-03T00:00:00+00:00,2025-11-20T00:00:00+00:00,NFLX,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792974,16
F000110,Cleo Fields,2025-10-23T00:00:00+00:00,2025-11-13T00:00:00+00:00,GOOGL,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792419,20
F000110,Cleo Fields,2025-10-29T00:00:00+00:00,2025-11-13T00:00:00+00:00,GOOGL,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003792420,14
F000110,Cleo Fields,2025-10-30T00:00:00+00:00,2025-11-13T00:00:00+00:00,AAPL,us_equity,buy,250K–500K,375000.0,https://www.capitoltrades.com/trades/20003792421,13
F000110,Cleo Fields,2025-10-23T00:00:00+00:00,2025-11-13T00:00:00+00:00,AAPL,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792422,20
F000110,Cleo Fields,2025-10-31T00:00:00+00:00,2025-11-13T00:00:00+00:00,CLS,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792423,12
F000110,Cleo Fields,2025-10-30T00:00:00+00:00,2025-11-13T00:00:00+00:00,CMG,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792424,13
F000110,Cleo Fields,2025-10-31T00:00:00+00:00,2025-11-13T00:00:00+00:00,NFLX,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792425,12
F000110,Cleo Fields,2025-10-30T00:00:00+00:00,2025-11-13T00:00:00+00:00,NVDA,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792426,13
F000110,Cleo Fields,2025-10-30T00:00:00+00:00,2025-11-13T00:00:00+00:00,NVDA,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792427,13
F000110,Cleo Fields,2025-10-23T00:00:00+00:00,2025-11-13T00:00:00+00:00,TSM,us_equity,buy,100K–250K,175000.0,https://www.capitoltrades.com/trades/20003792428,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,GOOGL,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792143,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,GOOGL,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792144,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,CRWV,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792145,20
F000110,Cleo Fields,2025-10-09T00:00:00+00:00,2025-10-31T00:00:00+00:00,CRWV,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792146,21
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,FIG,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792147,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,IREN,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792148,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,IREN,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003792149,20
F000110,Cleo Fields,2025-10-10T00:00:00+00:00,2025-10-31T00:00:00+00:00,PLTR,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003792150,20
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,AMZN,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796414,15
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,AAPL,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796415,15
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,T,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796416,15
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,DIA,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796417,15
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,QQQ,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796418,15
A000379,Mark Alford,2026-03-16T00:00:00+00:00,2026-04-01T00:00:00+00:00,PYPL,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796419,15
M001234,Kelly Morrison,2026-03-08T00:00:00+00:00,2026-03-11T00:00:00+00:00,AJG,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003796432,2
M001234,Kelly Morrison,2026-03-08T00:00:00+00:00,2026-03-11T00:00:00+00:00,AJG,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795489,2
M001234,Kelly Morrison,2026-03-08T00:00:00+00:00,2026-03-11T00:00:00+00:00,AJG,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795490,2
P000048,August Pfluger,2026-02-10T00:00:00+00:00,2026-03-19T00:00:00+00:00,WBD,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003797376,37
P000048,August Pfluger,2026-01-12T00:00:00+00:00,2026-02-12T00:00:00+00:00,FNF,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003797377,30
P000048,August Pfluger,2026-01-13T00:00:00+00:00,2026-02-12T00:00:00+00:00,SIRI,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003797378,29
P000048,August Pfluger,2025-07-01T00:00:00+00:00,2025-07-24T00:00:00+00:00,LLYVK,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003797379,22
P000048,August Pfluger,2025-07-01T00:00:00+00:00,2025-07-24T00:00:00+00:00,SIRI,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003797380,22
S000250,Pete Sessions,2026-03-09T00:00:00+00:00,2026-03-10T00:00:00+00:00,VZ,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003795443,0
S000250,Pete Sessions,2025-06-12T00:00:00+00:00,2025-06-23T00:00:00+00:00,DHR,us_equity,sell,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003791134,9
S000250,Pete Sessions,2025-06-12T00:00:00+00:00,2025-06-23T00:00:00+00:00,JNJ,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003787263,9
S000250,Pete Sessions,2024-12-18T00:00:00+00:00,2024-12-20T00:00:00+00:00,MSFT,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003787264,1
S000250,Pete Sessions,2024-11-01T00:00:00+00:00,2024-11-04T00:00:00+00:00,NVDA,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003780408,0
S000250,Pete Sessions,2024-05-21T00:00:00+00:00,2024-05-22T00:00:00+00:00,NVDA,us_equity,sell,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003777707,1
S000250,Pete Sessions,2024-03-07T00:00:00+00:00,2024-03-08T00:00:00+00:00,GIS,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003777701,0
B001327,Rob Bresnahan,2025-12-11T00:00:00+00:00,2025-12-22T00:00:00+00:00,K,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794248,8
B001327,Rob Bresnahan,2025-11-19T00:00:00+00:00,2025-12-22T00:00:00+00:00,SPY,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794251,30
B001327,Rob Bresnahan,2025-11-19T00:00:00+00:00,2025-12-22T00:00:00+00:00,SPY,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794252,30
B001327,Rob Bresnahan,2025-11-19T00:00:00+00:00,2025-12-22T00:00:00+00:00,SPY,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794253,30
B001327,Rob Bresnahan,2025-11-19T00:00:00+00:00,2025-12-22T00:00:00+00:00,SPY,us_equity,buy,50K–100K,75000.0,https://www.capitoltrades.com/trades/20003794259,30
B001327,Rob Bresnahan,2025-06-23T00:00:00+00:00,2025-07-09T00:00:00+00:00,AMZN,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003791925,15
B001327,Rob Bresnahan,2025-06-06T00:00:00+00:00,2025-07-09T00:00:00+00:00,APP,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003791926,32
B001327,Rob Bresnahan,2025-06-03T00:00:00+00:00,2025-07-09T00:00:00+00:00,TEAM,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003791927,35
B001327,Rob Bresnahan,2025-06-11T00:00:00+00:00,2025-07-09T00:00:00+00:00,TEAM,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003791928,27
M000355,Mitch McConnell,2026-03-01T00:00:00+00:00,2026-03-19T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000064784,18
M000355,Mitch McConnell,2025-12-24T00:00:00+00:00,2026-01-13T00:00:00+00:00,LAZR,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000064397,20
M000355,Mitch McConnell,2025-12-01T00:00:00+00:00,2025-12-19T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000064314,18
M000355,Mitch McConnell,2025-06-26T00:00:00+00:00,2025-07-07T00:00:00+00:00,LAZR,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/10000063957,11
M000355,Mitch McConnell,2025-06-01T00:00:00+00:00,2025-06-19T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000063600,18
M000355,Mitch McConnell,2025-03-03T00:00:00+00:00,2025-03-12T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000063539,9
M000355,Mitch McConnell,2024-12-02T00:00:00+00:00,2025-01-05T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000063196,33
M000355,Mitch McConnell,2024-06-04T00:00:00+00:00,2024-06-13T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000062888,9
M000355,Mitch McConnell,2024-03-05T00:00:00+00:00,2024-03-19T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000062684,14
M000355,Mitch McConnell,2023-12-05T00:00:00+00:00,2023-12-18T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000062449,13
M000355,Mitch McConnell,2023-06-05T00:00:00+00:00,2023-06-14T00:00:00+00:00,WFC,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/10000061824,9
M001217,Jared Moskowitz,2026-02-27T00:00:00+00:00,2026-03-31T00:00:00+00:00,ROP,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796411,31
M001217,Jared Moskowitz,2026-02-27T00:00:00+00:00,2026-03-31T00:00:00+00:00,ROP,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796412,31
M001217,Jared Moskowitz,2026-02-27T00:00:00+00:00,2026-03-31T00:00:00+00:00,ROP,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003796413,31
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,ATO,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794839,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,MCK,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794840,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,MCK,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794841,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,PEP,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794842,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,PEP,us_equity,sell,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794843,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,PEP,us_equity,sell,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003794844,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,PEG,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794845,45
M001217,Jared Moskowitz,2025-12-02T00:00:00+00:00,2026-01-19T00:00:00+00:00,SO,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003794846,45
M001217,Jared Moskowitz,2025-10-10T00:00:00+00:00,2025-11-24T00:00:00+00:00,AXP,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003793462,43
M001217,Jared Moskowitz,2025-10-10T00:00:00+00:00,2025-11-24T00:00:00+00:00,AXP,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003793463,43
M001217,Jared Moskowitz,2025-10-10T00:00:00+00:00,2025-11-24T00:00:00+00:00,AXP,us_equity,buy,15K–50K,32500.0,https://www.capitoltrades.com/trades/20003793464,43
M001217,Jared Moskowitz,2025-10-10T00:00:00+00:00,2025-11-24T00:00:00+00:00,AVGO,us_equity,buy,1K–15K,8000.0,https://www.capitoltrades.com/trades/20003793465,43
