strategy,source,replay_valid,replay_invalid_reasons,rebalance_frequency,rebalances,avg_filing_lag_days,symbol_concentration,accepted_disclosures_avg,rejected_disclosures_total,start_at,end_at,trading_days,trades,closed_trades,gross_exposure,gross_exposure_usage,total_return,annualized_return,max_drawdown,volatility,sharpe_like,risk_adjusted_score,win_rate,avg_holding_days,turnover,rejected_pct_excessive_filing_delay,rejected_pct_outside_lookback
politician_copy,alpaca,False,"unsafe_replay_source,missing_execution_price:TSLA,missing_execution_price:MSFT,missing_execution_price:ORCL,missing_execution_price:WFC",W-FRI,153.0,16.404861002741864,0.10000467440878671,55.39869281045752,2521.0,2023-05-16T04:00:00+00:00,2026-04-17T04:00:00+00:00,733.0,131.0,58.0,13011.345306957708,0.13011345306957708,0.07143099095000194,0.024003574471746836,0.10664953037576197,0.06124260545532837,0.4178542417181497,0.31120471134238775,0.5517241379310345,15.905494398681224,17.29343082485,0.009520031733439112,0.9904799682665609
