strategy,period,total_return,risk_adjusted_score,max_drawdown,closed_trades,regime
breakout,2025Q1,0.0,0.0,0.0,0.0,recovery
breakout,2025Q2,0.0003434788930272159,3.0438848338812634,7.905536314700701e-05,0.0,recovery
breakout,2025Q3,-0.0001029078207444023,-1.1126031517873463,0.00015019430777196696,0.0,recovery
breakout,2025Q4,-9.397938986799304e-05,-1.8904628737216886,0.00015291939755113226,0.0,recovery
breakout,2026Q1,0.0,0.0,0.0,0.0,recovery
breakout,2026Q2,0.0,0.0,0.0,0.0,recovery
