strategy,variant,out_of_sample_risk_adjusted_score,out_of_sample_total_return,out_of_sample_max_drawdown
breakout,base,0.0,0.0,0.0
breakout,entry_window_minus,0.0,0.0,0.0
breakout,entry_window_plus,0.0,0.0,0.0
