strategy,period,total_return,risk_adjusted_score,max_drawdown,closed_trades,regime
breakout,2025Q1,0.0,0.0,0.0,0.0,recovery
breakout,2025Q2,0.0,0.0,0.0,0.0,recovery
breakout,2025Q3,0.0,0.0,0.0,0.0,recovery
breakout,2025Q4,0.0,0.0,0.0,0.0,recovery
breakout,2026Q1,0.0,0.0,0.0,0.0,recovery
breakout,2026Q2,0.0,0.0,0.0,0.0,recovery
